,text,Onlynouns,selectednouns
1025,	:◯（）中央教育審議の答申確かギャップの解消が出てい中央教育審議の答申は小中一貫教育進める答申で何か小中一貫教育のメリット言わなければ国民納得させられないな意向が反映ないかと私は考え小中一貫教育や小中一貫教育実施自治体なぜ必要かの理由の部分で中１ギャップの解消掲げているからも明らか理由が一致しているはそこや東京からの強い指導がからと考えざる得ません国や東京といえども殊教育関してはどこかで国民それが子どなる訴えるができなければうまくいかないよくわかっているからないぜひ検討お願いいとも申し小中一貫教育はぜひ見直していくべき進めていくべきないそして保護や子どもの市民の皆さんそして教育対学識経験な上げる場数多く持っていきそして特今の学校教育は政権ので教育基本が改正されいうで企業の論理が教育の入れられるな状況ともなっているのでぜひ多くのの声多くのの知識情報いう本当教育委員も大事して教育委員がいか子ど小中一貫教育進めようるは答弁のでもと思えばわかるがでもちょっと方向が違っているいう訴えたいと,"['', '◯中央教育審議', '答申確かギャップ', '解消', '中央教育審議', '答申', '小中一貫教育', '答申', '小中一貫教育', 'メリット', '国民納得', '意向', '反映', '小中一貫教育', '小中一貫教育実施自治体', '必要', '理由', '部分', '1ギャップ', '解消', '明らか理由', '一致', '東京', '指導', '得', '国', '東京', '殊教育', '国民それ', '子', '検討お願い', '小中一貫教育', '保護', '子ども', '市民', '皆さん', '教育対学識経験', '場数', '特今', '学校教育', '政権', '教育基本', '改正', '企業', '論理', '教育', '状況', '声', '知識情報', '本当教育委員', '大事', '教育委員', '子', '小中一貫教育', '方向']","['小中一貫教育', '小中一貫教育', '小中一貫教育', '小中一貫教育', '小中一貫教育']"
1026,私が「いま学校必要なは人と予算」いう本読んで考えたが人は学校の先生ふやすしかも非正規の先生なくてクラス担任の先生ふやすそしての人数減らす先生の給与やクラスふやすそこ財源が必要ので教育考える場合は人と財源が必要はとてもよくわかるそして市長対して述べさせていただきが市長は子どもの成長責任持ち予算編成持ってい教育予算ふやし教育条件整えるべき考えておりのでぜひお願いしは教育予算大幅減らしてきていの世界の国々と比較と日本の教育予算は最低レベル国対しても教育予算ふやすぜひ求めていただきたい子どとっても人と予算ふやす……,"['いま学校必要', '人', '予算', '本', '人', '学校', '先生', '正規', '先生', 'クラス担任', '先生', '人数', '先生', '給与', 'クラス', 'そこ財源', '必要', '教育', '場合', '人', '財源', '必要', '子ども', '成長責任', '予算編成', '教育予算', '教育条件', 'お願い', '教育予算大幅', '世界', '国々', '比較', '日本', '教育予算', '最低レベル国対', '教育予算', '子', '人', '予算']",
1027,	:◯議長（のり）もちましての一般終わり,"['', '一般']",
1028,次許し,['許し'],
1029,〔登壇〕,[],
1030,	:◯（）議長から指名いただきので通告従いまして一般させていただき,"['', '指名', '通告', '一般']",
1031,項目は項目でござい１つ小中学校の英語教育毎回取り上げさせていただいている内容でござい文部科学から来年度からの大学入学共通テスト導入される予定だった英語の民間検定試験実施令和以降延期との発表が上で民間試験の活用も含め今後かけて制度抜本見直す方針だで当初の計画共通テストの英語はマークシート方式との併用で英検など民間団体の試験利用が民間試験めぐっては経済格差や地域格差懸念が上がってい私も過去の議会でので英語教育と経済格差の関係は触れさせていただいたござい政府の延期の判断はよい制度設計のやむ得ないと私は感じておりが一方判断は妥当だった決定が遅かったと批判がも現状でござい約が受験共通テストで民間試験一律利用が困難でなが今回の問題で明らかなったと言えるかもしれません,"['項目', '項目', '小中学校', '英語教育毎回', '内容', '文部科学', '来年度', '大学入学共通テスト導入', '予定', '英語', '民間検定試験実施令和以降延期', '発表', '上', '民間試験', '活用', '今後', '制度抜本', '方針', '当初', '計画共通テスト', '英語', 'マークシート方式', '併用', '英検', '民間団体', '試験利用', '民間試験', '経済格差', '地域格差懸念', '過去', '議会', '英語教育', '経済格差', '関係', '政府', '延期', '判断', '制度設計', '判断', '妥当', '決定', '批判', '現状', '受験共通テスト', '民間試験一律利用', '困難', '今回', '問題', '明らか']",['制度設計']
1032,本市新しい学習指導要領ので来年度から小学校英語が教科され再来年度から中学校でも授業内容が大きく見直される予定なっていがたびの大学共通テスト係る問題受けて市内の小学校の英語教育何らかの影響がか教えていただきたいと,"['市', '学習指導要領', '来年度', '小学校英語', '教科', '再来年度', '中学校', '授業内容', '予定', 'たび', '大学共通テスト', '問題', '市内', '小学校', '英語教育', '影響']","['学習指導要領', '教科']"
1033,次来年度の小学校の英語の本格実施向けてでございが過去のでか進捗状況お尋ねしてまいり着実な準備がなされてきているは承知しておりもし今までの準備の過程で何か課題のなが見られたりしていれば教えていただきたいと,"['次来年度', '小学校', '英語', '本格実施', '過去', '進捗状況お尋ね', '着実', '準備', '承知', '今', '準備', '過程', '課題']",['本格実施']
1034,次中学校再来年度から新しい学習指導要領が実施されるは先ほど述べたがこれあわせて都立高校の入学試験の内容も大きく変わるなっており東京教育委員の発表と仮称で民間資格・検定試験活用東京中学校英語スピーキングテスト新しい試験が導入されるとでございスピーキングテストでもちろん話す試験が概要確認し自分の考えや気持ち事実など聞き手正しく伝える聞いて読んだり問答り述べ合ったり工夫して話続ける与えられたテーマ簡単なスピーチなどコミュニケーション重視内容なっていが中学校の授業試験どの対応されるか教えていただきたいと,"['中学校再来年度', '学習指導要領', '実施', '先', '都立高校', '入学試験', '内容', '東京教育委員', '発表', '仮称', '民間資格', '検定試験活用東京中学校英語スピーキングテスト', '試験', '導入', 'スピーキングテスト', '試験', '概要確認', '自分', '考え', '気持ち事実', '聞き手', '問答', '工夫', '話', 'テーマ簡単', 'スピーチ', 'コミュニケーション重視内容', '中学校', '授業試験', '対応']",['学習指導要領']
